year,month,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 2,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 3,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 4,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 5,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 6,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 7,Unnamed: 8,Unnamed: 9
1970,1,115.03000000000041,115.92000000000041,116.25000000000041,117.0700000000004,117.48000000000042,117.7400000000004,119.11000000000043,125.96000000000043,128.46000000000046,130.64000000000044,0.0022539297285846973,135.67000000000047,140.3900000000005,142.1600000000005,143.37000000000052,147.7300000000005,147.7900000000005,150.72000000000054,152.20000000000053,154.54000000000053,167.1200000000006,112.4400000000004,173.09000000000063,172.91,173.31000000000063,172.07000000000062,172.74000000000063,172.53000000000063,172.59000000000063,169.93,174.58,172.14,112.7700000000004,172.79,170.11,172.9,172.83,174.55,176.86,180.42,179.51,179.67,179.48,112.82000000000039,179.37,179.72,179.71,174.41,174.76,175.3,174.96,174.95,174.56,174.34,113.3800000000004,174.6,174.11,173.09,173.95,114.1000000000004,114.1000000000004,114.76000000000042
1981,1,130.24000000000046,130.60000000000045,130.60000000000045,132.1500000000005,136.9600000000005,136.97000000000048,139.79000000000048,142.43000000000052,146.4500000000005,150.95000000000053,0.03370357582424078,150.46000000000055,150.46000000000055,150.47000000000054,151.02000000000055,152.04000000000053,154.48000000000053,154.68000000000055,154.73000000000053,151.27000000000055,162.23000000000056,126.37000000000046,164.8100000000006,165.42,165.70000000000059,168.5500000000006,168.6100000000006,168.6000000000006,168.6000000000006,170.78,165.08,163.44,126.60000000000045,168.55,170.39,175.94,168.61,166.29,168.56,168.55,167.74,168.57,168.69,126.74000000000045,168.93,167.02,167.13,168.58,170.57,169.46,170.86,169.87,169.21,168.57,126.74000000000045,166.8,169.78,170.11,169.24,127.06000000000046,127.32000000000045,127.32000000000045
