jaar,niscode,aantal_huishoudleden,aantal
2018,11029,4+,2245
2018,11030,1,1295
2018,11030,2,1400
2018,11030,3,683
2018,11030,4+,921
2018,11035,1,1976
2018,11035,2,2918
2018,11035,3,1162
2018,11035,4+,1711
2018,11037,1,1571
2018,11037,2,2299
2018,11037,3,933
2018,11037,4+,1355
2018,11038,1,951
2018,11038,2,1238
2018,11038,3,579
2018,11038,4+,714
2018,11039,1,2007
2018,11039,2,3185
2018,11039,3,1190
2018,11039,4+,1693
2018,11040,1,4315
2018,11040,2,5220
2018,11040,3,2156
2018,11040,4+,2891
2018,11044,1,2077
2018,11044,2,3000
2018,11044,3,1231
2018,11044,4+,1515
2018,11050,1,1213
2018,11050,2,1561
2018,11050,3,591
2018,11050,4+,771
2018,11052,1,1346
2018,11052,2,1970
2018,11052,3,813
2018,11052,4+,1099
2018,11053,1,2016
2018,11053,2,2993
2018,11053,3,1222
2018,11053,4+,1991
2018,11054,1,1422
2018,11054,2,2060
2018,11054,3,774
2018,11054,4+,1127
2018,11055,1,2214
2018,11055,2,3365
2018,11055,3,1261
2018,11055,4+,1935
2018,11056,1,2510
2018,11056,2,2988
2018,11056,3,1185
2018,11056,4+,1485
2018,11057,1,1697
2018,11057,2,2216
2018,11057,3,892
2018,11057,4+,1381
2018,12002,1,1314
2018,12002,2,1753
2018,12002,3,780
2018,12002,4+,950
2018,12005,1,1561
2018,12005,2,2180
2018,12005,3,906
2018,12005,4+,1355
2018,12007,1,2569
2018,12007,2,3418
2018,12007,3,1322
2018,12007,4+,1744
2018,12009,1,2194
2018,12009,2,2551
2018,12009,3,1015
2018,12009,4+,1495
2018,12014,1,5204
2018,12014,2,6710
2018,12014,3,2822
2018,12014,4+,3422
2018,12021,1,5514
2018,12021,2,5537
2018,12021,3,2093
2018,12021,4+,2788
2018,12025,1,12747
2018,12025,2,11356
2018,12025,3,4605
2018,12025,4+,7671
2018,12026,1,2446
2018,12026,2,3549
2018,12026,3,1474
2018,12026,4+,1984
2018,12029,1,2057
2018,12029,2,2795
2018,12029,3,1115
2018,12029,4+,1470
2018,12035,1,2086
2018,12035,2,2938
2018,12035,3,1245
2018,12035,4+,1909
2018,12040,1,3104
2018,12040,2,3438
2018,12040,3,1587
2018,12040,4+,2420
2018,12041,1,2788
2018,12041,2,3784
2018,12041,3,1635
2018,12041,4+,2335
2018,13001,1,1451
2018,13001,2,1931
2018,13001,3,726
2018,13001,4+,1271
2018,13002,1,338
2018,13002,2,395
2018,13002,3,130
2018,13002,4+,266
2018,13003,1,2504
2018,13003,2,3432
2018,13003,3,1517
2018,13003,4+,1900
2018,13004,1,1750
2018,13004,2,2609
2018,13004,3,1158
2018,13004,4+,1669
2018,13006,1,1014
2018,13006,2,1480
2018,13006,3,569
2018,13006,4+,861
2018,13008,1,5430
2018,13008,2,5973
2018,13008,3,2420
2018,13008,4+,3289
2018,13010,1,1250
2018,13010,2,1755
2018,13010,3,764
2018,13010,4+,909
2018,13011,1,4121
2018,13011,2,4523
2018,13011,3,1867
2018,13011,4+,2061
2018,13012,1,1047
2018,13012,2,1458
2018,13012,3,605
2018,13012,4+,704
2018,13013,1,1608
2018,13013,2,2296
2018,13013,3,985
2018,13013,4+,1198
2018,13014,1,2362
2018,13014,2,3137
2018,13014,3,1206
2018,13014,4+,1993
2018,13016,1,1267
2018,13016,2,1629
2018,13016,3,725
2018,13016,4+,836
2018,13017,1,2002
2018,13017,2,2878
2018,13017,3,1168
2018,13017,4+,1622
2018,13019,1,1699
2018,13019,2,2533
2018,13019,3,1007
2018,13019,4+,1504
2018,13021,1,1217
2018,13021,2,1613
2018,13021,3,706
2018,13021,4+,830
2018,13023,1,734
2018,13023,2,1214
2018,13023,3,477
2018,13023,4+,856
2018,13025,1,4795
2018,13025,2,5618
2018,13025,3,2220
2018,13025,4+,3064
2018,13029,1,1386
2018,13029,2,1916
2018,13029,3,776
2018,13029,4+,1107
2018,13031,1,1271
2018,13031,2,2184
2018,13031,3,804
2018,13031,4+,1203
2018,13035,1,1485
2018,13035,2,2320
2018,13035,3,915
2018,13035,4+,1346
2018,13036,1,1082
2018,13036,2,1723
2018,13036,3,669
2018,13036,4+,1050
2018,13037,1,1218
2018,13037,2,1678
2018,13037,3,672
2018,13037,4+,1178
2018,13040,1,7097
2018,13040,2,6620
2018,13040,3,2515
2018,13040,4+,3425
2018,13044,1,918
2018,13044,2,1201
2018,13044,3,529
2018,13044,4+,643
2018,13046,1,1056
2018,13046,2,1662
2018,13046,3,693
2018,13046,4+,1051
2018,13049,1,2742
2018,13049,2,3878
2018,13049,3,1646
2018,13049,4+,2111
2018,13053,1,1925
2018,13053,2,2532
2018,13053,3,1083
2018,13053,4+,1293
2018,23002,1,3856
2018,23002,2,4195
2018,23002,3,2062
2018,23002,4+,3123
2018,23003,1,2402
2018,23003,2,3170
2018,23003,3,1565
2018,23003,4+,2545
2018,23009,1,244
2018,23009,2,279
2018,23009,3,144
2018,23009,4+,218
2018,23016,1,5083
2018,23016,2,5566
2018,23016,3,2656
2018,23016,4+,3929
2018,23023,1,876
2018,23023,2,1252
2018,23023,3,641
2018,23023,4+,765
2018,23024,1,944
2018,23024,2,1326
2018,23024,3,626
2018,23024,4+,830
2018,23025,1,4878
2018,23025,2,4913
2018,23025,3,2379
2018,23025,4+,3369
2018,23027,1,5179
2018,23027,2,5390
2018,23027,3,2490
2018,23027,4+,3371
2018,23032,1,668
2018,23032,2,929
2018,23032,3,452
2018,23032,4+,608
2018,23033,1,1183
2018,23033,2,1396
2018,23033,3,678
2018,23033,4+,1137
2018,23038,1,1208
2018,23038,2,1633
2018,23038,3,791
2018,23038,4+,1130
2018,23039,1,1206
2018,23039,2,1385
2018,23039,3,626
2018,23039,4+,797
2018,23044,1,1502
2018,23044,2,1871
2018,23044,3,877
2018,23044,4+,1135
2018,23045,1,2131
2018,23045,2,2704
2018,23045,3,1165
2018,23045,4+,1683
2018,23047,1,1522
2018,23047,2,1530
2018,23047,3,883
2018,23047,4+,1683
2018,23050,1,2021
2018,23050,2,2702
2018,23050,3,1263
2018,23050,4+,1746
2018,23052,1,2138
2018,23052,2,2284
2018,23052,3,1048
2018,23052,4+,1445
2018,23060,1,1651
2018,23060,2,2017
2018,23060,3,875
2018,23060,4+,1339
2018,23062,1,2611
2018,23062,2,3283
2018,23062,3,1531
2018,23062,4+,2486
2018,23064,1,346
2018,23064,2,576
2018,23064,3,290
2018,23064,4+,428
2018,23077,1,3703
2018,23077,2,4208
2018,23077,3,2213
2018,23077,4+,3259
2018,23081,1,1160
2018,23081,2,1661
2018,23081,3,760
2018,23081,4+,1167
2018,23086,1,1679
2018,23086,2,2201
2018,23086,3,1029
2018,23086,4+,1405
2018,23088,1,4962
2018,23088,2,4645
2018,23088,3,2573
2018,23088,4+,4590
2018,23094,1,4499
2018,23094,2,3904
2018,23094,3,2066
2018,23094,4+,3335
2018,23096,1,2126
2018,23096,2,3346
2018,23096,3,1491
2018,23096,4+,2229
2018,23097,1,1083
2018,23097,2,1597
2018,23097,3,804
2018,23097,4+,1095
2018,23098,1,735
2018,23098,2,648
2018,23098,3,382
2018,23098,4+,508
2018,23099,1,1532
2018,23099,2,1524
2018,23099,3,806
2018,23099,4+,1455
2018,23100,1,618
2018,23100,2,575
2018,23100,3,314
2018,23100,4+,455
2018,23101,1,1757
2018,23101,2,2119
2018,23101,3,1117
2018,23101,4+,1960
2018,23102,1,2029
2018,23102,2,1967
2018,23102,3,1030
2018,23102,4+,1566
2018,23103,1,1538
2018,23103,2,1593
2018,23103,3,777
2018,23103,4+,1515
2018,23104,1,877
2018,23104,2,1306
2018,23104,3,576
2018,23104,4+,808
2018,23105,1,1189
2018,23105,2,1858
2018,23105,3,867
2018,23105,4+,1280
2018,24001,1,4441
2018,24001,2,4944
2018,24001,3,1966
2018,24001,4+,2154
2018,24007,1,990
2018,24007,2,1623
2018,24007,3,683
2018,24007,4+,851
2018,24008,1,663
2018,24008,2,891
2018,24008,3,436
2018,24008,4+,558
2018,24009,1,990
2018,24009,2,1322
2018,24009,3,616
2018,24009,4+,972
2018,24011,1,947
2018,24011,2,1389
2018,24011,3,540
2018,24011,4+,994
2018,24014,1,1247
2018,24014,2,1795
2018,24014,3,785
2018,24014,4+,1142
2018,24016,1,706
2018,24016,2,1072
2018,24016,3,544
2018,24016,4+,819
2018,24020,1,3184
2018,24020,2,3700
2018,24020,3,1428
2018,24020,4+,1957
2018,24028,1,646
2018,24028,2,862
2018,24028,3,447
2018,24028,4+,526
2018,24033,1,1487
2018,24033,2,2120
2018,24033,3,928
2018,24033,4+,1334
2018,24038,1,2460
2018,24038,2,3057
2018,24038,3,1187
2018,24038,4+,2057
2018,24041,1,793
2018,24041,2,914
2018,24041,3,461
2018,24041,4+,646
2018,24043,1,1001
2018,24043,2,1334
2018,24043,3,559
2018,24043,4+,1010
2018,24045,1,969
2018,24045,2,1270
2018,24045,3,651
2018,24045,4+,975
2018,24048,1,1199
2018,24048,2,1983
2018,24048,3,803
2018,24048,4+,1157
2018,24054,1,791
2018,24054,2,1246
2018,24054,3,494
2018,24054,4+,690
2018,24055,1,2356
2018,24055,2,2652
2018,24055,3,1294
2018,24055,4+,1897
2018,24059,1,1955
2018,24059,2,2432
2018,24059,3,1103
2018,24059,4+,1273
2018,24062,1,24483
2018,24062,2,13625
2018,24062,3,4969
2018,24062,4+,7309
2018,24066,1,1293
2018,24066,2,2197
2018,24066,3,834
2018,24066,4+,1341
2018,24086,1,999
2018,24086,2,1562
2018,24086,3,647
2018,24086,4+,1124
2018,24094,1,1658
2018,24094,2,2369
2018,24094,3,1015
2018,24094,4+,1603
2018,24104,1,2381
2018,24104,2,2711
2018,24104,3,1371
2018,24104,4+,2299
2018,24107,1,5303
2018,24107,2,5171
2018,24107,3,2200
2018,24107,4+,2571
2018,24109,1,1567
2018,24109,2,2304
2018,24109,3,1030
2018,24109,4+,1192
2018,24130,1,987
2018,24130,2,1281
2018,24130,3,617
2018,24130,4+,680
2018,24133,1,751
2018,24133,2,1126
2018,24133,3,500
2018,24133,4+,607
2018,24134,1,2992
2018,24134,2,3832
2018,24134,3,1578
2018,24134,4+,1673
2018,24135,1,1223
2018,24135,2,1570
2018,24135,3,718
2018,24135,4+,953
2018,24137,1,491
2018,24137,2,778
2018,24137,3,370
2018,24137,4+,475
2018,31003,1,1706
2018,31003,2,2420
2018,31003,3,923
2018,31003,4+,1361
2018,31004,1,4605
2018,31004,2,3878
2018,31004,3,1095
2018,31004,4+,992
2018,31005,1,19930
2018,31005,2,18914
2018,31005,3,6967
2018,31005,4+,8461
2018,31006,1,1212
2018,31006,2,1796
2018,31006,3,663
2018,31006,4+,938
2018,31012,1,1390
2018,31012,2,2223
2018,31012,3,958
2018,31012,4+,1161
2018,31022,1,2570
2018,31022,2,3677
2018,31022,3,1441
2018,31022,4+,2095
2018,31033,1,2580
2018,31033,2,3313
2018,31033,3,1240
2018,31033,4+,1671
2018,31040,1,2211
2018,31040,2,3604
2018,31040,3,1508
2018,31040,4+,1958
2018,31042,1,298
2018,31042,2,459
2018,31042,3,185
2018,31042,4+,223
2018,31043,1,6843
2018,31043,2,6460
2018,31043,3,1727
2018,31043,4+,1770
2018,32003,1,2248
2018,32003,2,2552
2018,32003,3,1026
2018,32003,4+,1394
2018,32006,1,1142
2018,32006,2,1368
2018,32006,3,673
2018,32006,4+,899
2018,32010,1,1057
2018,32010,2,1378
2018,32010,3,598
2018,32010,4+,716
2018,32011,1,1361
2018,32011,2,1973
2018,32011,3,784
2018,32011,4+,1083
2018,32030,1,324
2018,32030,2,431
2018,32030,3,182
2018,32030,4+,323
2018,33011,1,5167
2018,33011,2,5450
2018,33011,3,2046
2018,33011,4+,2767
2018,33016,1,139
2018,33016,2,152
2018,33016,3,71
2018,33016,4+,84
2018,33021,1,2557
2018,33021,2,2901
2018,33021,3,1158
2018,33021,4+,1711
2018,33029,1,2300
2018,33029,2,2838
2018,33029,3,1139
2018,33029,4+,1565
2018,33037,1,1340
2018,33037,2,1744
2018,33037,3,749
2018,33037,4+,1186
2018,33039,1,997
2018,33039,2,1148
2018,33039,3,460
2018,33039,4+,704
2018,33040,1,853
2018,33040,2,1179
2018,33040,3,473
2018,33040,4+,724
2018,33041,1,366
2018,33041,2,493
2018,33041,3,210
2018,33041,4+,361
2018,34002,1,1517
2018,34002,2,2216
2018,34002,3,917
2018,34002,4+,1331
2018,34003,1,1357
2018,34003,2,1495
2018,34003,3,661
2018,34003,4+,816
2018,34009,1,1374
2018,34009,2,1826
2018,34009,3,746
2018,34009,4+,1019
2018,34013,1,3607
2018,34013,2,4547
2018,34013,3,1728
2018,34013,4+,2225
2018,34022,1,11780
2018,34022,2,10995
2018,34022,3,4226
2018,34022,4+,6108
2018,34023,1,1620
2018,34023,2,2083
2018,34023,3,826
2018,34023,4+,1097
2018,34025,1,663
2018,34025,2,894
2018,34025,3,372
2018,34025,4+,480
2018,34027,1,4849
2018,34027,2,4980
2018,34027,3,1962
2018,34027,4+,2622
2018,34040,1,4785
2018,34040,2,6007
2018,34040,3,2343
2018,34040,4+,3160
2018,34041,1,3722
2018,34041,2,4892
2018,34041,3,1902
2018,34041,4+,2727
2018,34042,1,2730
2018,34042,2,3783
2018,34042,3,1574
2018,34042,4+,2152
2018,34043,1,274
2018,34043,2,281
2018,34043,3,134
2018,34043,4+,195
2018,35002,1,2575
2018,35002,2,2994
2018,35002,3,1173
2018,35002,4+,1264
2018,35005,1,1443
2018,35005,2,1890
2018,35005,3,784
2018,35005,4+,999
2018,35006,1,1481
2018,35006,2,2246
2018,35006,3,923
2018,35006,4+,1163
2018,35011,1,4287
2018,35011,2,3656
2018,35011,3,961
2018,35011,4+,1050
2018,35013,1,16718
2018,35013,2,11986
2018,35013,3,3718
2018,35013,4+,4105
2018,35014,1,1001
2018,35014,2,1569
2018,35014,3,636
2018,35014,4+,735
2018,35029,1,2512
2018,35029,2,2420
2018,35029,3,661
2018,35029,4+,723
2018,36006,1,998
2018,36006,2,1484
2018,36006,3,629
2018,36006,4+,903
2018,36007,1,1263
2018,36007,2,1710
2018,36007,3,705
2018,36007,4+,915
2018,36008,1,3860
2018,36008,2,4437
2018,36008,3,1746
2018,36008,4+,2177
2018,36010,1,1059
2018,36010,2,1475
2018,36010,3,593
2018,36010,4+,882
2018,36011,1,932
2018,36011,2,1358
2018,36011,3,555
2018,36011,4+,785
2018,36012,1,1270
2018,36012,2,1676
2018,36012,3,701
2018,36012,4+,962
2018,36015,1,9007
2018,36015,2,9443
2018,36015,3,3691
2018,36015,4+,5141
2018,36019,1,1252
2018,36019,2,1628
2018,36019,3,715
2018,36019,4+,1025
2018,37002,1,875
2018,37002,2,1201
2018,37002,3,550
2018,37002,4+,781
2018,37007,1,1319
2018,37007,2,1699
2018,37007,3,677
2018,37007,4+,933
2018,37010,1,848
2018,37010,2,1193
2018,37010,3,508
2018,37010,4+,699
2018,37011,1,717
2018,37011,2,1026
2018,37011,3,414
2018,37011,4+,605
2018,37012,1,571
2018,37012,2,814
2018,37012,3,326
2018,37012,4+,481
2018,37015,1,2646
2018,37015,2,3151
2018,37015,3,1222
2018,37015,4+,1689
2018,37017,1,953
2018,37017,2,1355
2018,37017,3,629
2018,37017,4+,916
2018,37018,1,1463
2018,37018,2,2052
2018,37018,3,918
2018,37018,4+,1323
2018,37020,1,1100
2018,37020,2,1431
2018,37020,3,549
2018,37020,4+,742
2018,38002,1,561
2018,38002,2,621
2018,38002,3,324
2018,38002,4+,509
2018,38008,1,2402
2018,38008,2,1969
2018,38008,3,588
2018,38008,4+,651
2018,38014,1,4556
2018,38014,2,4724
2018,38014,3,984
2018,38014,4+,1105
2018,38016,1,2582
2018,38016,2,2352
2018,38016,3,526
2018,38016,4+,571
2018,38025,1,1685
2018,38025,2,1954
2018,38025,3,697
2018,38025,4+,876
2018,41002,1,13292
2018,41002,2,12669
2018,41002,3,5435
2018,41002,4+,6574
2018,41011,1,2377
2018,41011,2,2859
2018,41011,3,1303
2018,41011,4+,1734
2018,41018,1,4679
2018,41018,2,4901
2018,41018,3,2325
2018,41018,4+,2590
2018,41024,1,2299
2018,41024,2,2860
2018,41024,3,1354
2018,41024,4+,1429
2018,41027,1,2111
2018,41027,2,2643
2018,41027,3,1319
2018,41027,4+,1427
2018,41034,1,2393
2018,41034,2,2825
2018,41034,3,1266
2018,41034,4+,1507
2018,41048,1,4835
2018,41048,2,5734
2018,41048,3,2607
2018,41048,4+,3166
2018,41063,1,1165
2018,41063,2,1530
2018,41063,3,715
2018,41063,4+,873
2018,41081,1,3781
2018,41081,2,4118
2018,41081,3,1760
2018,41081,4+,2025
2018,41082,1,2501
2018,41082,2,3104
2018,41082,3,1373
2018,41082,4+,1532
2018,42003,1,1792
2018,42003,2,2364
2018,42003,3,954
2018,42003,4+,1215
2018,42004,1,1630
2018,42004,2,2263
2018,42004,3,947
2018,42004,4+,1226
2018,42006,1,6644
2018,42006,2,6946
2018,42006,3,2984
2018,42006,4+,3478
2018,42008,1,3065
2018,42008,2,3683
2018,42008,3,1577
2018,42008,4+,2108
2018,42010,1,1480
2018,42010,2,2004
2018,42010,3,767
2018,42010,4+,1059
2018,42011,1,2435
2018,42011,2,2803
2018,42011,3,1319
2018,42011,4+,1585
2018,42023,1,1111
2018,42023,2,1705
2018,42023,3,681
2018,42023,4+,913
2018,42025,1,3772
2018,42025,2,3992
2018,42025,3,1571
2018,42025,4+,1958
2018,42026,1,1473
2018,42026,2,1815
2018,42026,3,766
2018,42026,4+,941
2018,42028,1,2379
2018,42028,2,2956
2018,42028,3,1207
2018,42028,4+,1953
2018,43002,1,1768
2018,43002,2,2262
2018,43002,3,887
2018,43002,4+,1148
2018,43005,1,3501
2018,43005,2,3207
2018,43005,3,1311
2018,43005,4+,1485
2018,43007,1,692
2018,43007,2,983
2018,43007,3,407
2018,43007,4+,564
2018,43010,1,2822
2018,43010,2,3762
2018,43010,3,1581
2018,43010,4+,1923
2018,43014,1,841
2018,43014,2,1073
2018,43014,3,437
2018,43014,4+,530
2018,43018,1,1836
2018,43018,2,1880
2018,43018,3,800
2018,43018,4+,932
2018,44012,1,1068
2018,44012,2,1628
2018,44012,3,635
2018,44012,4+,983
2018,44013,1,2190
2018,44013,2,2861
2018,44013,3,1053
2018,44013,4+,1542
2018,44019,1,3823
2018,44019,2,5463
2018,44019,3,2339
2018,44019,4+,2899
2018,44020,1,1462
2018,44020,2,2004
2018,44020,3,877
2018,44020,4+,1042
2018,44021,1,49978
2018,44021,2,35327
2018,44021,3,13899
2018,44021,4+,20456
2018,44034,1,2109
2018,44034,2,3260
2018,44034,3,1429
2018,44034,4+,2090
2018,44040,1,1378
2018,44040,2,1723
2018,44040,3,728
2018,44040,4+,984
2018,44043,1,2916
2018,44043,2,3650
2018,44043,3,1530
2018,44043,4+,2171
2018,44045,1,745
2018,44045,2,979
2018,44045,3,429
2018,44045,4+,556
2018,44048,1,1291
2018,44048,2,1745
2018,44048,3,726
2018,44048,4+,1002
2018,44052,1,1341
2018,44052,2,1926
2018,44052,3,961
2018,44052,4+,1230
2018,44064,1,952
2018,44064,2,1300
2018,44064,3,484
2018,44064,4+,771
2018,44073,1,862
2018,44073,2,1199
2018,44073,3,483
2018,44073,4+,621
2018,44081,1,1794
2018,44081,2,2253
2018,44081,3,1068
2018,44081,4+,1412
2018,44083,1,5407
2018,44083,2,6380
2018,44083,3,2670
2018,44083,4+,3815
2018,44084,1,3293
2018,44084,2,4467
2018,44084,3,1865
2018,44084,4+,2457
2018,44085,1,3027
2018,44085,2,4255
2018,44085,3,1616
2018,44085,4+,2100
2018,45035,1,4574
2018,45035,2,4707
2018,45035,3,1920
2018,45035,4+,2504
2018,45041,1,3647
2018,45041,2,3332
2018,45041,3,1466
2018,45041,4+,2377
2018,45059,1,1791
2018,45059,2,2249
2018,45059,3,1006
2018,45059,4+,1175
2018,45060,1,814
2018,45060,2,954
2018,45060,3,387
2018,45060,4+,555
2018,45061,1,604
2018,45061,2,916
2018,45061,3,435
2018,45061,4+,611
2018,45062,1,191
2018,45062,2,278
2018,45062,3,134
2018,45062,4+,171
2018,45063,1,669
2018,45063,2,995
2018,45063,3,446
2018,45063,4+,595
2018,45064,1,553
2018,45064,2,917
2018,45064,3,385
2018,45064,4+,590
2018,45065,1,812
2018,45065,2,1194
2018,45065,3,529
2018,45065,4+,749
2018,45068,1,1649
2018,45068,2,2190
2018,45068,3,1041
2018,45068,4+,1477
2018,46003,1,5742
2018,46003,2,7489
2018,46003,3,3015
2018,46003,4+,4022
2018,46013,1,1822
2018,46013,2,2434
2018,46013,3,1020
2018,46013,4+,1513
2018,46014,1,4954
2018,46014,2,5675
2018,46014,3,2543
2018,46014,4+,3741
2018,46020,1,1975
2018,46020,2,2894
2018,46020,3,1248
2018,46020,4+,1707
2018,46021,1,10822
2018,46021,2,10786
2018,46021,3,4227
2018,46021,4+,6577
2018,46024,1,2041
2018,46024,2,2914
2018,46024,3,1173
2018,46024,4+,1541
2018,46025,1,3645
2018,46025,2,4381
2018,46025,3,1812
2018,46025,4+,2518
2018,71002,1,829
2018,71002,2,1160
2018,71002,3,561
2018,71002,4+,764
2018,71004,1,4375
2018,71004,2,6178
2018,71004,3,3024
2018,71004,4+,4427
2018,71011,1,2189
2018,71011,2,2885
2018,71011,3,1264
2018,71011,4+,1637
2018,71016,1,7559
2018,71016,2,8296
2018,71016,3,4086
2018,71016,4+,6261
2018,71017,1,848
2018,71017,2,1233
2018,71017,3,629
2018,71017,4+,708
2018,71020,1,1098
2018,71020,2,1442
2018,71020,3,594
2018,71020,4+,818
2018,71022,1,13091
2018,71022,2,12166
2018,71022,3,4572
2018,71022,4+,5691
2018,71024,1,1359
2018,71024,2,1909
2018,71024,3,876
2018,71024,4+,1085
2018,71034,1,2044
2018,71034,2,2312
2018,71034,3,978
2018,71034,4+,1314
2018,71037,1,1483
2018,71037,2,2357
2018,71037,3,1008
2018,71037,4+,1256
2018,71045,1,740
2018,71045,2,1061
2018,71045,3,503
2018,71045,4+,587
2018,71053,1,5800
2018,71053,2,6332
2018,71053,3,2732
2018,71053,4+,2932
2018,71057,1,2185
2018,71057,2,2910
2018,71057,3,1253
2018,71057,4+,1514
2018,71066,1,2240
2018,71066,2,3054
2018,71066,3,1545
2018,71066,4+,1852
2018,71067,1,761
2018,71067,2,1115
2018,71067,3,540
2018,71067,4+,591
2018,71069,1,1120
2018,71069,2,1699
2018,71069,3,754
2018,71069,4+,906
2018,71070,1,3196
2018,71070,2,4504
2018,71070,3,2109
2018,71070,4+,3226
2018,72003,1,1402
2018,72003,2,2029
2018,72003,3,870
2018,72003,4+,1134
2018,72004,1,1984
2018,72004,2,2447
2018,72004,3,1017
2018,72004,4+,1352
2018,72018,1,1130
2018,72018,2,1836
2018,72018,3,848
2018,72018,4+,1105
2018,72020,1,3675
2018,72020,2,5405
2018,72020,3,2114
2018,72020,4+,2935
2018,72021,1,3133
2018,72021,2,3774
2018,72021,3,1597
2018,72021,4+,2174
2018,72030,1,1865
2018,72030,2,2362
2018,72030,3,1038
2018,72030,4+,1489
2018,72037,1,1605
2018,72037,2,2172
2018,72037,3,833
2018,72037,4+,1292
2018,72038,1,1251
2018,72038,2,1829
2018,72038,3,821
2018,72038,4+,1088
2018,72039,1,2836
2018,72039,2,4071
2018,72039,3,2090
2018,72039,4+,2894
2018,72041,1,2124
2018,72041,2,2933
2018,72041,3,1430
2018,72041,4+,1819
2018,72042,1,2120
2018,72042,2,3441
2018,72042,3,1569
2018,72042,4+,2208
2018,72043,1,3734
2018,72043,2,4989
2018,72043,3,2070
2018,72043,4+,2818
2018,73001,1,1146
2018,73001,2,1709
2018,73001,3,780
2018,73001,4+,1042
2018,73006,1,3766
2018,73006,2,4587
2018,73006,3,2099
2018,73006,4+,2881
2018,73009,1,1237
2018,73009,2,1621
2018,73009,3,779
2018,73009,4+,865
