y,q,lvl,nis,type,n,p50,p25,p75,name
2010,1,3,20002,huizen_4plus,328.0,300500.0,249500.0,420000.0,PROVINCIE WAALS-BRABANT
2010,1,3,30000,alle_huizen,2283.0,172500.0,126000.0,235000.0,PROVINCIE WEST-VLAANDEREN
2010,1,3,30000,appartementen,1040.0,156170.0,110000.0,240000.0,PROVINCIE WEST-VLAANDEREN
2010,1,3,30000,huizen_23,1720.0,159000.0,117750.0,206000.0,PROVINCIE WEST-VLAANDEREN
2010,1,3,30000,huizen_4plus,563.0,250000.0,177500.0,320000.0,PROVINCIE WEST-VLAANDEREN
2010,1,3,40000,alle_huizen,2852.0,177000.0,130000.0,240000.0,PROVINCIE OOST-VLAANDEREN
2010,1,3,40000,appartementen,430.0,159000.0,123000.0,200000.0,PROVINCIE OOST-VLAANDEREN
2010,1,3,40000,huizen_23,2271.0,164000.0,122500.0,212000.0,PROVINCIE OOST-VLAANDEREN
2010,1,3,40000,huizen_4plus,581.0,265000.0,200000.0,340000.0,PROVINCIE OOST-VLAANDEREN
2010,1,3,50000,alle_huizen,2961.0,120000.0,80000.0,160000.0,PROVINCIE HENEGOUWEN
2010,1,3,50000,appartementen,224.0,100000.0,75000.0,130000.0,PROVINCIE HENEGOUWEN
2010,1,3,50000,huizen_23,2356.0,107500.0,75000.0,140000.0,PROVINCIE HENEGOUWEN
2010,1,3,50000,huizen_4plus,605.0,196000.0,150000.0,240000.0,PROVINCIE HENEGOUWEN
2010,1,3,60000,alle_huizen,1801.0,131750.0,95000.0,175000.0,PROVINCIE LUIK
2010,1,3,60000,appartementen,302.0,106250.0,82000.0,137750.0,PROVINCIE LUIK
2010,1,3,60000,huizen_23,1334.0,120000.0,87000.0,150000.0,PROVINCIE LUIK
2010,1,3,60000,huizen_4plus,467.0,190000.0,140000.0,241000.0,PROVINCIE LUIK
2010,1,3,70000,alle_huizen,1159.0,185000.0,150000.0,230000.0,PROVINCIE LIMBURG
2010,1,3,70000,appartementen,297.0,145000.0,117000.0,168000.0,PROVINCIE LIMBURG
2010,1,3,70000,huizen_23,555.0,163000.0,125000.0,194500.0,PROVINCIE LIMBURG
2010,1,3,70000,huizen_4plus,604.0,205000.0,172000.0,250000.0,PROVINCIE LIMBURG
2010,1,3,80000,alle_huizen,501.0,149000.0,100000.0,193000.0,PROVINCIE LUXEMBURG
2010,1,3,80000,appartementen,52.0,131000.0,85000.0,170000.0,PROVINCIE LUXEMBURG
2010,1,3,80000,huizen_23,237.0,129500.0,89000.0,168000.0,PROVINCIE LUXEMBURG
2010,1,3,80000,huizen_4plus,264.0,161000.0,111000.0,220000.0,PROVINCIE LUXEMBURG
2010,1,3,90000,alle_huizen,865.0,156000.0,110210.0,200000.0,PROVINCIE NAMEN
2010,1,3,90000,appartementen,99.0,113000.0,90000.0,150000.0,PROVINCIE NAMEN
2010,1,3,90000,huizen_23,422.0,135750.0,100000.0,175000.0,PROVINCIE NAMEN
2010,1,3,90000,huizen_4plus,443.0,180000.0,130000.0,239000.0,PROVINCIE NAMEN
2010,2,1,01000,alle_huizen,20164.0,175000.0,125000.0,250000.0,BELGIE
2010,2,1,01000,appartementen,7110.0,147500.0,110000.0,195000.0,BELGIE
2010,2,1,01000,huizen_23,14059.0,159500.0,114000.0,212000.0,BELGIE
2010,2,1,01000,huizen_4plus,6105.0,240000.0,175000.0,322000.0,BELGIE
2010,2,2,02000,alle_huizen,12343.0,198000.0,150000.0,265000.0,VLAAMS GEWEST
2010,2,2,02000,appartementen,4152.0,150000.0,115000.0,195000.0,VLAAMS GEWEST
2010,2,2,02000,huizen_23,8610.0,175000.0,135000.0,227500.0,VLAAMS GEWEST
2010,2,2,02000,huizen_4plus,3733.0,265000.0,200000.0,350000.0,VLAAMS GEWEST
2010,2,2,03000,alle_huizen,7260.0,136000.0,95000.0,190000.0,WAALS GEWEST
2010,2,2,03000,appartementen,910.0,115000.0,85000.0,150000.0,WAALS GEWEST
2010,2,2,03000,huizen_23,4920.0,120000.0,83500.0,155000.0,WAALS GEWEST
2010,2,2,03000,huizen_4plus,2340.0,195000.0,145000.0,260000.0,WAALS GEWEST
2010,2,2,04000,alle_huizen,561.0,320000.0,240000.0,472750.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,2,2,04000,appartementen,2048.0,160000.0,122000.0,218000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,2,2,04000,huizen_23,529.0,305000.0,239000.0,447500.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,2,2,04000,huizen_4plus,32.0,660000.0,522500.0,872500.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,2,3,10000,alle_huizen,3153.0,213000.0,165000.0,280000.0,PROVINCIE ANTWERPEN
2010,2,3,10000,appartementen,1727.0,138000.0,108000.0,176500.0,PROVINCIE ANTWERPEN
2010,2,3,10000,huizen_23,2198.0,195000.0,155000.0,245000.0,PROVINCIE ANTWERPEN
2010,2,3,10000,huizen_4plus,955.0,285000.0,215000.0,390000.0,PROVINCIE ANTWERPEN
2010,2,3,20001,alle_huizen,2071.0,240000.0,180000.0,300000.0,PROVINCIE VLAAMS-BRABANT
2010,2,3,20001,appartementen,429.0,168000.0,130000.0,200790.0,PROVINCIE VLAAMS-BRABANT
2010,2,3,20001,huizen_23,1313.0,215000.0,165000.0,265000.0,PROVINCIE VLAAMS-BRABANT
2010,2,3,20001,huizen_4plus,758.0,293750.0,230000.0,384000.0,PROVINCIE VLAAMS-BRABANT
2010,2,3,20002,alle_huizen,695.0,260000.0,190000.0,340000.0,PROVINCIE WAALS-BRABANT
2010,2,3,20002,appartementen,131.0,154000.0,115000.0,210000.0,PROVINCIE WAALS-BRABANT
2010,2,3,20002,huizen_23,351.0,210000.0,160000.0,262500.0,PROVINCIE WAALS-BRABANT
2010,2,3,20002,huizen_4plus,344.0,320000.0,249950.0,410000.0,PROVINCIE WAALS-BRABANT
2010,2,3,30000,alle_huizen,2548.0,176000.0,130000.0,245000.0,PROVINCIE WEST-VLAANDEREN
2010,2,3,30000,appartementen,1152.0,160953.0,115000.0,235000.0,PROVINCIE WEST-VLAANDEREN
2010,2,3,30000,huizen_23,1883.0,160000.0,120000.0,204315.0,PROVINCIE WEST-VLAANDEREN
2010,2,3,30000,huizen_4plus,665.0,265000.0,198750.0,350000.0,PROVINCIE WEST-VLAANDEREN
2010,2,3,40000,alle_huizen,3232.0,180000.0,135000.0,245000.0,PROVINCIE OOST-VLAANDEREN
2010,2,3,40000,appartementen,524.0,150000.0,121000.0,193360.0,PROVINCIE OOST-VLAANDEREN
2010,2,3,40000,huizen_23,2520.0,165000.0,125000.0,210000.0,PROVINCIE OOST-VLAANDEREN
2010,2,3,40000,huizen_4plus,712.0,270000.0,210000.0,345000.0,PROVINCIE OOST-VLAANDEREN
2010,2,3,50000,alle_huizen,3134.0,120000.0,83000.0,160000.0,PROVINCIE HENEGOUWEN
2010,2,3,50000,appartementen,256.0,101000.0,75000.0,130000.0,PROVINCIE HENEGOUWEN
2010,2,3,50000,huizen_23,2460.0,110000.0,76000.0,140000.0,PROVINCIE HENEGOUWEN
2010,2,3,50000,huizen_4plus,674.0,188875.0,150000.0,240000.0,PROVINCIE HENEGOUWEN
2010,2,3,60000,alle_huizen,1919.0,133500.0,95000.0,177000.0,PROVINCIE LUIK
2010,2,3,60000,appartementen,346.0,105000.0,83000.0,132000.0,PROVINCIE LUIK
2010,2,3,60000,huizen_23,1372.0,120000.0,85000.0,150000.0,PROVINCIE LUIK
2010,2,3,60000,huizen_4plus,547.0,185000.0,140000.0,240000.0,PROVINCIE LUIK
2010,2,3,70000,alle_huizen,1339.0,180000.0,150000.0,230000.0,PROVINCIE LIMBURG
2010,2,3,70000,appartementen,320.0,149000.0,124000.0,170000.0,PROVINCIE LIMBURG
2010,2,3,70000,huizen_23,696.0,161600.0,130750.0,195000.0,PROVINCIE LIMBURG
2010,2,3,70000,huizen_4plus,643.0,210000.0,170000.0,260000.0,PROVINCIE LIMBURG
2010,2,3,80000,alle_huizen,519.0,150000.0,105000.0,200000.0,PROVINCIE LUXEMBURG
2010,2,3,80000,appartementen,57.0,105000.0,70000.0,178000.0,PROVINCIE LUXEMBURG
2010,2,3,80000,huizen_23,237.0,125000.0,90000.0,169000.0,PROVINCIE LUXEMBURG
2010,2,3,80000,huizen_4plus,282.0,175000.0,120120.0,235000.0,PROVINCIE LUXEMBURG
2010,2,3,90000,alle_huizen,993.0,150000.0,100000.0,200000.0,PROVINCIE NAMEN
2010,2,3,90000,appartementen,120.0,124500.0,92500.0,165000.0,PROVINCIE NAMEN
2010,2,3,90000,huizen_23,500.0,135000.0,95000.0,175000.0,PROVINCIE NAMEN
2010,2,3,90000,huizen_4plus,493.0,173750.0,115000.0,225000.0,PROVINCIE NAMEN
2010,3,1,01000,alle_huizen,20205.0,182000.0,130000.0,255000.0,BELGIE
2010,3,1,01000,appartementen,6675.0,150000.0,115000.0,198500.0,BELGIE
2010,3,1,01000,huizen_23,13917.0,165000.0,118000.0,220000.0,BELGIE
2010,3,1,01000,huizen_4plus,6288.0,245000.0,175000.0,330000.0,BELGIE
2010,3,2,02000,alle_huizen,12170.0,203000.0,155000.0,272700.0,VLAAMS GEWEST
2010,3,2,02000,appartementen,3897.0,151480.0,116000.0,195000.0,VLAAMS GEWEST
2010,3,2,02000,huizen_23,8391.0,183000.0,140000.0,237000.0,VLAAMS GEWEST
2010,3,2,02000,huizen_4plus,3779.0,273000.0,205000.0,355000.0,VLAAMS GEWEST
2010,3,2,03000,alle_huizen,7490.0,142000.0,99000.0,200000.0,WAALS GEWEST
2010,3,2,03000,appartementen,879.0,120000.0,85000.0,155000.0,WAALS GEWEST
2010,3,2,03000,huizen_23,5008.0,125000.0,87000.0,163000.0,WAALS GEWEST
2010,3,2,03000,huizen_4plus,2482.0,200000.0,146000.0,265000.0,WAALS GEWEST
2010,3,2,04000,alle_huizen,545.0,325000.0,250000.0,450000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,3,2,04000,appartementen,1899.0,165000.0,125000.0,225000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,3,2,04000,huizen_23,518.0,320000.0,245000.0,430000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,3,2,04000,huizen_4plus,27.0,975000.0,660000.0,1280000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,3,3,10000,alle_huizen,3200.0,220000.0,169000.0,285000.0,PROVINCIE ANTWERPEN
2010,3,3,10000,appartementen,1539.0,140000.0,111000.0,180000.0,PROVINCIE ANTWERPEN
2010,3,3,10000,huizen_23,2240.0,200000.0,160000.0,250000.0,PROVINCIE ANTWERPEN
2010,3,3,10000,huizen_4plus,960.0,290000.0,220000.0,380000.0,PROVINCIE ANTWERPEN
2010,3,3,20001,alle_huizen,2113.0,248000.0,182000.0,320000.0,PROVINCIE VLAAMS-BRABANT
2010,3,3,20001,appartementen,487.0,170000.0,125000.0,198500.0,PROVINCIE VLAAMS-BRABANT
2010,3,3,20001,huizen_23,1322.0,215000.0,170000.0,273000.0,PROVINCIE VLAAMS-BRABANT
2010,3,3,20001,huizen_4plus,791.0,310000.0,238000.0,412500.0,PROVINCIE VLAAMS-BRABANT
2010,3,3,20002,alle_huizen,804.0,262750.0,188005.0,350000.0,PROVINCIE WAALS-BRABANT
2010,3,3,20002,appartementen,162.0,160000.0,118000.0,201000.0,PROVINCIE WAALS-BRABANT
2010,3,3,20002,huizen_23,427.0,215000.0,160000.0,275000.0,PROVINCIE WAALS-BRABANT
2010,3,3,20002,huizen_4plus,377.0,328000.0,250000.0,435000.0,PROVINCIE WAALS-BRABANT
2010,3,3,30000,alle_huizen,2513.0,182000.0,134650.0,250000.0,PROVINCIE WEST-VLAANDEREN
2010,3,3,30000,appartementen,1058.0,164750.0,117080.0,240000.0,PROVINCIE WEST-VLAANDEREN
2010,3,3,30000,huizen_23,1833.0,165000.0,120000.0,210000.0,PROVINCIE WEST-VLAANDEREN
2010,3,3,30000,huizen_4plus,680.0,270000.0,205000.0,350000.0,PROVINCIE WEST-VLAANDEREN
2010,3,3,40000,alle_huizen,3128.0,186500.0,140000.0,250000.0,PROVINCIE OOST-VLAANDEREN
2010,3,3,40000,appartementen,513.0,156750.0,125000.0,197750.0,PROVINCIE OOST-VLAANDEREN
2010,3,3,40000,huizen_23,2429.0,170000.0,130000.0,220500.0,PROVINCIE OOST-VLAANDEREN
2010,3,3,40000,huizen_4plus,699.0,280000.0,215000.0,350000.0,PROVINCIE OOST-VLAANDEREN
2010,3,3,50000,alle_huizen,3086.0,123750.0,85000.0,165000.0,PROVINCIE HENEGOUWEN
2010,3,3,50000,appartementen,242.0,105000.0,80000.0,135000.0,PROVINCIE HENEGOUWEN
2010,3,3,50000,huizen_23,2421.0,110000.0,80000.0,145000.0,PROVINCIE HENEGOUWEN
2010,3,3,50000,huizen_4plus,665.0,195000.0,147500.0,250000.0,PROVINCIE HENEGOUWEN
2010,3,3,60000,alle_huizen,2011.0,139000.0,100000.0,180000.0,PROVINCIE LUIK
2010,3,3,60000,appartementen,335.0,114000.0,85000.0,145000.0,PROVINCIE LUIK
2010,3,3,60000,huizen_23,1400.0,125000.0,90000.0,155000.0,PROVINCIE LUIK
2010,3,3,60000,huizen_4plus,611.0,185000.0,145000.0,248000.0,PROVINCIE LUIK
2010,3,3,70000,alle_huizen,1216.0,190000.0,156000.0,240000.0,PROVINCIE LIMBURG
2010,3,3,70000,appartementen,300.0,145000.0,120000.0,172500.0,PROVINCIE LIMBURG
2010,3,3,70000,huizen_23,567.0,170000.0,140000.0,200000.0,PROVINCIE LIMBURG
2010,3,3,70000,huizen_4plus,649.0,215000.0,178000.0,260000.0,PROVINCIE LIMBURG
2010,3,3,80000,alle_huizen,529.0,155000.0,110000.0,210000.0,PROVINCIE LUXEMBURG
2010,3,3,80000,appartementen,37.0,106000.0,69957.0,137500.0,PROVINCIE LUXEMBURG
2010,3,3,80000,huizen_23,251.0,136000.0,100000.0,175000.0,PROVINCIE LUXEMBURG
2010,3,3,80000,huizen_4plus,278.0,180000.0,125000.0,240000.0,PROVINCIE LUXEMBURG
2010,3,3,90000,alle_huizen,1060.0,155000.0,105000.0,205000.0,PROVINCIE NAMEN
2010,3,3,90000,appartementen,103.0,120000.0,82500.0,149000.0,PROVINCIE NAMEN
2010,3,3,90000,huizen_23,509.0,144500.0,100000.0,182500.0,PROVINCIE NAMEN
2010,3,3,90000,huizen_4plus,551.0,170000.0,114000.0,226500.0,PROVINCIE NAMEN
2010,4,1,01000,alle_huizen,20026.0,185000.0,130000.0,255000.0,BELGIE
2010,4,1,01000,appartementen,6820.0,153000.0,115000.0,205000.0,BELGIE
2010,4,1,01000,huizen_23,13823.0,165000.0,120000.0,225000.0,BELGIE
2010,4,1,01000,huizen_4plus,6203.0,242000.0,175000.0,325000.0,BELGIE
2010,4,2,02000,alle_huizen,12073.0,205000.0,155000.0,275000.0,VLAAMS GEWEST
2010,4,2,02000,appartementen,4150.0,155000.0,115000.0,205000.0,VLAAMS GEWEST
2010,4,2,02000,huizen_23,8388.0,185000.0,141500.0,238000.0,VLAAMS GEWEST
2010,4,2,02000,huizen_4plus,3685.0,273500.0,202500.0,358000.0,VLAAMS GEWEST
2010,4,2,03000,alle_huizen,7413.0,145000.0,100000.0,200000.0,WAALS GEWEST
2010,4,2,03000,appartementen,900.0,122750.0,85500.0,165000.0,WAALS GEWEST
2010,4,2,03000,huizen_23,4928.0,125000.0,88000.0,165000.0,WAALS GEWEST
2010,4,2,03000,huizen_4plus,2485.0,200000.0,150000.0,265000.0,WAALS GEWEST
2010,4,2,04000,alle_huizen,540.0,338000.0,250000.0,475000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,4,2,04000,appartementen,1770.0,165000.0,125000.0,230000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,4,2,04000,huizen_23,507.0,325000.0,242000.0,450000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,4,2,04000,huizen_4plus,33.0,892500.0,612500.0,1125000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2010,4,3,10000,alle_huizen,2945.0,220000.0,170000.0,289000.0,PROVINCIE ANTWERPEN
2010,4,3,10000,appartementen,1624.0,140000.0,109025.0,185000.0,PROVINCIE ANTWERPEN
2010,4,3,10000,huizen_23,2075.0,200000.0,160000.0,250000.0,PROVINCIE ANTWERPEN
2010,4,3,10000,huizen_4plus,870.0,290000.0,223000.0,390000.0,PROVINCIE ANTWERPEN
2010,4,3,20001,alle_huizen,2075.0,245000.0,180000.0,315000.0,PROVINCIE VLAAMS-BRABANT
2010,4,3,20001,appartementen,483.0,165000.0,120000.0,207000.0,PROVINCIE VLAAMS-BRABANT
2010,4,3,20001,huizen_23,1326.0,220000.0,170000.0,275000.0,PROVINCIE VLAAMS-BRABANT
2010,4,3,20001,huizen_4plus,749.0,305000.0,235000.0,391000.0,PROVINCIE VLAAMS-BRABANT
2010,4,3,20002,alle_huizen,720.0,275000.0,200000.0,351000.0,PROVINCIE WAALS-BRABANT
2010,4,3,20002,appartementen,149.0,165000.0,130000.0,210000.0,PROVINCIE WAALS-BRABANT
2010,4,3,20002,huizen_23,361.0,225000.0,170000.0,295000.0,PROVINCIE WAALS-BRABANT
2010,4,3,20002,huizen_4plus,359.0,320000.0,255000.0,420000.0,PROVINCIE WAALS-BRABANT
2010,4,3,30000,alle_huizen,2619.0,185000.0,137500.0,250000.0,PROVINCIE WEST-VLAANDEREN
2010,4,3,30000,appartementen,1208.0,170000.0,120000.0,265000.0,PROVINCIE WEST-VLAANDEREN
2010,4,3,30000,huizen_23,1963.0,170000.0,125000.0,218000.0,PROVINCIE WEST-VLAANDEREN
2010,4,3,30000,huizen_4plus,656.0,275000.0,210000.0,353250.0,PROVINCIE WEST-VLAANDEREN
2010,4,3,40000,alle_huizen,3050.0,190000.0,141500.0,255000.0,PROVINCIE OOST-VLAANDEREN
2010,4,3,40000,appartementen,470.0,162500.0,127000.0,210000.0,PROVINCIE OOST-VLAANDEREN
2010,4,3,40000,huizen_23,2348.0,175000.0,130000.0,225000.0,PROVINCIE OOST-VLAANDEREN
2010,4,3,40000,huizen_4plus,702.0,280000.0,215000.0,356716.0,PROVINCIE OOST-VLAANDEREN
2010,4,3,50000,alle_huizen,2984.0,125000.0,86000.0,170000.0,PROVINCIE HENEGOUWEN
2010,4,3,50000,appartementen,252.0,105000.0,80000.0,140000.0,PROVINCIE HENEGOUWEN
2010,4,3,50000,huizen_23,2321.0,113000.0,80000.0,150000.0,PROVINCIE HENEGOUWEN
2010,4,3,50000,huizen_4plus,663.0,191800.0,147500.0,245000.0,PROVINCIE HENEGOUWEN
2010,4,3,60000,alle_huizen,2004.0,140000.0,99000.0,185000.0,PROVINCIE LUIK
2010,4,3,60000,appartementen,344.0,120000.0,85000.0,160000.0,PROVINCIE LUIK
2010,4,3,60000,huizen_23,1432.0,125000.0,90000.0,160000.0,PROVINCIE LUIK
2010,4,3,60000,huizen_4plus,572.0,195000.0,150000.0,242000.0,PROVINCIE LUIK
2010,4,3,70000,alle_huizen,1384.0,189000.0,150000.0,240000.0,PROVINCIE LIMBURG
2010,4,3,70000,appartementen,365.0,155000.0,128000.0,181250.0,PROVINCIE LIMBURG
2010,4,3,70000,huizen_23,676.0,165000.0,131000.0,200000.0,PROVINCIE LIMBURG
2010,4,3,70000,huizen_4plus,708.0,220000.0,175000.0,270000.0,PROVINCIE LIMBURG
2010,4,3,80000,alle_huizen,612.0,150000.0,100000.0,199000.0,PROVINCIE LUXEMBURG
2010,4,3,80000,appartementen,57.0,120000.0,84500.0,150000.0,PROVINCIE LUXEMBURG
2010,4,3,80000,huizen_23,265.0,131000.0,90000.0,175000.0,PROVINCIE LUXEMBURG
2010,4,3,80000,huizen_4plus,347.0,161500.0,110000.0,225113.0,PROVINCIE LUXEMBURG
2010,4,3,90000,alle_huizen,1093.0,160500.0,115000.0,215000.0,PROVINCIE NAMEN
2010,4,3,90000,appartementen,98.0,125000.0,80000.0,175000.0,PROVINCIE NAMEN
2010,4,3,90000,huizen_23,549.0,144400.0,105000.0,187500.0,PROVINCIE NAMEN
2010,4,3,90000,huizen_4plus,544.0,185000.0,133000.0,240000.0,PROVINCIE NAMEN
2011,1,1,01000,alle_huizen,19206.0,182250.0,129000.0,256000.0,BELGIE
2011,1,1,01000,appartementen,7040.0,151500.0,114000.0,200000.0,BELGIE
2011,1,1,01000,huizen_23,13650.0,165000.0,116000.0,225000.0,BELGIE
2011,1,1,01000,huizen_4plus,5556.0,249000.0,180000.0,330000.0,BELGIE
2011,1,2,02000,alle_huizen,11586.0,205000.0,155000.0,275000.0,VLAAMS GEWEST
2011,1,2,02000,appartementen,4044.0,152900.0,115000.0,200000.0,VLAAMS GEWEST
2011,1,2,02000,huizen_23,8234.0,185000.0,143000.0,240000.0,VLAAMS GEWEST
2011,1,2,02000,huizen_4plus,3352.0,275000.0,202000.0,360000.0,VLAAMS GEWEST
2011,1,2,03000,alle_huizen,7056.0,140000.0,95000.0,199000.0,WAALS GEWEST
2011,1,2,03000,appartementen,982.0,120000.0,87000.0,155000.0,WAALS GEWEST
2011,1,2,03000,huizen_23,4876.0,120000.0,85000.0,165000.0,WAALS GEWEST
2011,1,2,03000,huizen_4plus,2180.0,200000.0,150000.0,270000.0,WAALS GEWEST
2011,1,2,04000,alle_huizen,564.0,320000.0,250000.0,465000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2011,1,2,04000,appartementen,2014.0,167850.0,127000.0,230000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2011,1,2,04000,huizen_23,540.0,312500.0,245000.0,440000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2011,1,2,04000,huizen_4plus,24.0,927500.0,680000.0,1175000.0,BRUSSELS HOOFDSTEDELIJK GEWEST
2011,1,3,10000,alle_huizen,2956.0,223750.0,169000.0,298000.0,PROVINCIE ANTWERPEN
2011,1,3,10000,appartementen,1605.0,145000.0,112500.0,188000.0,PROVINCIE ANTWERPEN
2011,1,3,10000,huizen_23,2123.0,205000.0,159000.0,257500.0,PROVINCIE ANTWERPEN
2011,1,3,10000,huizen_4plus,833.0,300000.0,230000.0,390000.0,PROVINCIE ANTWERPEN
2011,1,3,20001,alle_huizen,2008.0,250000.0,186000.0,325000.0,PROVINCIE VLAAMS-BRABANT
2011,1,3,20001,appartementen,497.0,164500.0,110000.0,201000.0,PROVINCIE VLAAMS-BRABANT
2011,1,3,20001,huizen_23,1309.0,222250.0,175000.0,285000.0,PROVINCIE VLAAMS-BRABANT
2011,1,3,20001,huizen_4plus,699.0,312000.0,240000.0,415000.0,PROVINCIE VLAAMS-BRABANT
2011,1,3,20002,alle_huizen,700.0,265000.0,198000.0,350000.0,PROVINCIE WAALS-BRABANT
2011,1,3,20002,appartementen,153.0,160000.0,130000.0,200000.0,PROVINCIE WAALS-BRABANT
2011,1,3,20002,huizen_23,348.0,215500.0,167500.0,280000.0,PROVINCIE WAALS-BRABANT
2011,1,3,20002,huizen_4plus,352.0,315000.0,245000.0,428000.0,PROVINCIE WAALS-BRABANT
2011,1,3,30000,alle_huizen,2327.0,180000.0,135000.0,247500.0,PROVINCIE WEST-VLAANDEREN
2011,1,3,30000,appartementen,1048.0,160000.0,118000.0,250000.0,PROVINCIE WEST-VLAANDEREN
2011,1,3,30000,huizen_23,1782.0,167500.0,125000.0,215000.0,PROVINCIE WEST-VLAANDEREN
2011,1,3,30000,huizen_4plus,545.0,270000.0,200000.0,350000.0,PROVINCIE WEST-VLAANDEREN
2011,1,3,40000,alle_huizen,3088.0,190000.0,140000.0,256000.0,PROVINCIE OOST-VLAANDEREN
2011,1,3,40000,appartementen,531.0,155000.0,122625.0,190000.0,PROVINCIE OOST-VLAANDEREN
2011,1,3,40000,huizen_23,2427.0,175000.0,132000.0,225000.0,PROVINCIE OOST-VLAANDEREN
2011,1,3,40000,huizen_4plus,661.0,285000.0,220000.0,355000.0,PROVINCIE OOST-VLAANDEREN
2011,1,3,50000,alle_huizen,2986.0,120000.0,85000.0,170000.0,PROVINCIE HENEGOUWEN
2011,1,3,50000,appartementen,266.0,102500.0,82500.0,135000.0,PROVINCIE HENEGOUWEN
2011,1,3,50000,huizen_23,2361.0,110000.0,77000.0,148000.0,PROVINCIE HENEGOUWEN
2011,1,3,50000,huizen_4plus,625.0,197250.0,147500.0,250000.0,PROVINCIE HENEGOUWEN
2011,1,3,60000,alle_huizen,1962.0,139000.0,97500.0,180000.0,PROVINCIE LUIK
2011,1,3,60000,appartementen,388.0,115000.0,85000.0,143000.0,PROVINCIE LUIK
2011,1,3,60000,huizen_23,1465.0,123000.0,90000.0,160000.0,PROVINCIE LUIK
2011,1,3,60000,huizen_4plus,497.0,200000.0,150000.0,250000.0,PROVINCIE LUIK
2011,1,3,70000,alle_huizen,1207.0,185000.0,152000.0,236500.0,PROVINCIE LIMBURG
